step,distance,time,height,pace,step_length,range
22.0,1618.0568922769664,26.89500000000001,187,0.8179959100204496,73.54804055804392,4
22.0,1461.0621822403878,26.89300000000003,187,0.8180567433904725,66.41191737456307,4
22.0,1507.7714339512847,26.89300000000003,187,0.8180567433904725,68.53506517960385,4
22.0,1417.505409950515,26.891999999999996,187,0.8180871634686897,64.43206408865977,4
22.0,1195.2703188320122,26.894000000000005,187,0.8180263255744774,54.33046903781874,4
22.0,1210.8703596197763,26.891999999999996,187,0.8180871634686897,55.03956180089892,4
22.0,1467.0948477951729,26.892999999999972,187,0.8180567433904742,66.68612944523512,4
22.0,1511.974392865854,26.891999999999996,187,0.8180871634686897,68.72610876662974,4
20.0,1242.280464485792,26.89500000000004,187,0.7436326454731352,62.114023224289596,4
22.0,1199.8001373723898,26.891999999999996,187,0.8180871634686897,54.53636988056317,4
17.0,1015.0213470631336,26.890999999999963,187,0.6321817708527026,59.70713806253727,4
22.0,359.48510156811926,25.922000000000004,185,0.8486999459918215,16.340231889459968,4
20.0,196.6610919164103,25.927999999999997,185,0.7713668620796051,9.833054595820515,4
23.0,492.03945155459064,25.930000000000007,185,0.8870034708831467,21.39301963280829,4
22.0,1457.8391199391292,25.926000000000002,185,0.8485690040885597,66.2654145426877,4
23.0,1359.1525920060576,25.947000000000003,185,0.8864223224264847,59.093590956785114,4
19.0,1073.6272108645098,25.936999999999983,185,0.7325442418167102,56.506695308658415,4
22.0,883.4597747822787,25.941000000000003,185,0.8480783315986276,40.15726249010358,4
22.0,895.9233940584654,25.935000000000002,185,0.8482745324850587,40.72379063902115,4
22.0,1046.5547044563555,25.938000000000017,185,0.8481764206955041,47.57066838437979,4
19.0,829.8995010420456,25.916999999999973,185,0.7331095419994605,43.678921107476086,4
23.0,1360.567036154539,25.923999999999978,185,0.8872087640796181,59.155088528458215,4
23.0,937.3009328389664,25.932000000000016,185,0.8869350609285819,40.752214471259414,4
23.0,955.4960978727727,25.936000000000035,185,0.8867982726711894,41.54330860316403,4
22.0,822.6053254861763,25.93599999999998,185,0.8482418260333134,37.391151158462556,4
13.0,455.35160457165836,16.95,168,0.7669616519174042,35.02704650551218,2
15.0,589.3440539339418,16.955999999999996,168,0.8846426043878275,39.28960359559612,2
15.0,481.86053351261046,16.957,168,0.8845904346287669,32.12403556750736,2
12.0,520.6775321755263,16.948999999999998,168,0.7080063720573486,43.389794347960525,2
26.0,390.4047046111453,26.131000000000004,153,0.9949867972905743,15.015565561967126,1
26.0,340.12926729285164,26.137,153,0.9947583884914106,13.081894895878909,1
25.0,431.68647284106856,26.14,153,0.9563886763580719,17.26745891364274,1
26.0,258.04026571213353,26.138999999999996,153,0.9946822755269905,9.924625604312828,1
25.0,175.54559876240447,26.13900000000001,153,0.9564252649297981,7.021823950496179,1
25.0,319.68820009639614,26.138000000000005,153,0.9564618563011705,12.787528003855845,1
27.0,1597.5911595728119,29.340000000000003,163,0.920245398773006,59.170042947141184,2
26.0,1370.8039362925183,29.310000000000002,163,0.8870692596383486,52.723228318943015,2
27.0,1623.9973216514395,29.314999999999998,163,0.9210301893228723,60.148048950053315,2
26.0,1844.1215083521697,29.311999999999998,163,0.8870087336244542,70.9277503212373,2
26.0,1915.729475636581,29.31099999999998,163,0.8870389955989225,73.68190290909926,2
26.0,2002.5964116240348,29.317000000000007,163,0.8868574547191047,77.02293890861672,2
26.0,2347.500073636912,29.305000000000007,163,0.8872206108172664,90.28846437065046,2
26.0,2210.8222717500357,29.30200000000002,163,0.8873114463176569,85.03162583653983,2
27.0,1180.5063691601904,29.298000000000002,163,0.9215646119189023,43.72245811704409,2
26.0,1489.085625339007,29.307999999999993,163,0.887129793912925,57.27252405150027,2
